ref	pos	strand	u	d	ur	pval	passed
18	59345934	-	71	267	0.26591760299625467	2.401445937320061e-112	true
18	79988403	-	9	216	0.041666666666666664	4.4782238926699665e-8	true
19	579647	+	41	2159	0.018990273274664196	6.266270256994326e-19	false
19	590078	+	10	48	0.20833333333333334	6.352003530001152e-16	true
19	682902	+	11	386	0.02849740932642487	7.125673696421965e-8	true
19	1091818	-	24	591	0.04060913705583756	7.088274133597652e-19	true
19	1244556	+	34	375	0.09066666666666667	1.0897901999282866e-37	true
19	1244579	+	11	422	0.026066350710900472	1.7330722313135887e-7	true
19	2050804	-	10	111	0.09009009009009009	4.170251862531206e-12	true
19	2231271	+	4	15	0.26666666666666666	1.3708966505433115e-7	true
19	2271920	+	35	1676	0.020883054892601432	1.2463310391088786e-17	true
19	3053908	-	17	664	0.025602409638554216	1.1253787457744757e-10	true
19	3062234	-	57	867	0.0657439446366782	4.3543485948301586e-54	true
19	3543648	-	7	32	0.21875	1.0505013166628721e-11	true
19	3544203	-	6	33	0.18181818181818182	1.0799559071827327e-9	true
19	3546280	-	20	256	0.078125	1.6097485679520266e-21	true
19	4013022	+	9	76	0.11842105263157894	3.997915528822146e-12	true
19	4174492	-	6	36	0.16666666666666666	1.8837309342526185e-9	true
19	5678458	-	12	396	0.030303030303030304	9.361768503280273e-9	true
19	5678593	-	27	251	0.10756972111553785	2.6294428009641955e-32	true
19	7555275	+	27	138	0.1956521739130435	1.0076103292979818e-39	true
19	10393140	-	18	760	0.02368421052631579	1.1272725733154971e-10	true
19	10575008	-	7	146	0.04794520547945205	5.509837240638649e-7	true
19	11193704	-	5	38	0.13157894736842105	1.5141062545598194e-7	true
19	12881368	-	12	279	0.043010752688172046	1.8366291654794428e-10	true
19	12896017	+	24	42	0.5714285714285714	4.065002351255362e-49	true
19	13138965	+	15	225	0.06666666666666667	1.7344761384715688e-15	true
19	14117619	-	8	152	0.05263157894736842	4.159085478053651e-8	true
19	14480414	-	102	359	0.2841225626740947	5.289519521222983e-164	true
19	14566163	-	14	272	0.051470588235294115	5.148962059814627e-13	true
19	14566839	-	297	699	0.4248927038626609	0.0	true
19	15425616	-	7	37	0.1891891891891892	3.16875674737476e-11	true
19	15429589	-	8	43	0.18604651162790697	1.4009232017193366e-12	true
19	17555935	+	9	284	0.03169014084507042	4.512322849122717e-7	true
19	17581639	+	30	142	0.2112676056338028	4.64211864374321e-45	true
19	18169404	+	12	60	0.2	1.3387944287316118e-18	true
19	18169405	+	16	59	0.2711864406779661	1.0975205717507381e-26	true
19	18169578	+	15	55	0.2727272727272727	3.7695896561183775e-25	true
19	18169979	+	12	26	0.46153846153846156	1.0212964904058059e-23	true
19	18177233	+	17	619	0.027463651050080775	3.84730148443503e-11	true
19	18434304	+	16	54	0.2962962962962963	2.142178950957513e-27	true
19	18538229	-	18	328	0.054878048780487805	8.505759755913221e-17	true
19	18538334	-	14	307	0.04560260586319218	2.628279344137318e-12	true
19	18539574	-	17	541	0.031423290203327174	4.767673754694907e-12	true
19	18541924	-	17	687	0.024745269286754003	1.8871979334657149e-10	true
19	18598463	-	12	259	0.04633204633204633	7.828490674242985e-11	true
19	18907596	-	6	8	0.75	2.9233361971347114e-14	false
19	19356030	+	8	45	0.17777777777777778	2.070682724396098e-12	true
19	19528017	+	22	952	0.023109243697478993	1.6614908905387826e-12	true
19	19663425	-	8	22	0.36363636363636365	3.278819171706473e-15	true
19	24001350	-	4	11	0.36363636363636365	3.3482517903547526e-8	true
19	29942324	+	11	40	0.275	7.341427998589889e-19	true
19	33205814	+	9	79	0.11392405063291139	5.7260339360068754e-12	true
19	35868661	+	10	37	0.2702702702702703	3.4924565162715473e-17	true
19	39433296	-	10	317	0.031545741324921134	1.0920537367496435e-7	true
19	39433300	-	13	397	0.0327455919395466	9.04826854954547e-10	true
19	39435626	-	21	706	0.029745042492917848	4.5222310406926895e-14	true
19	39435648	-	8	210	0.0380952380952381	4.939937868044484e-7	true
19	39489944	+	10	37	0.2702702702702703	3.4924565162715473e-17	true
19	39974365	+	10	285	0.03508771929824561	4.0650149575338204e-8	true
19	40367744	+	38	82	0.4634146341463415	4.0558020716837917e-72	true
19	40605137	+	6	16	0.375	8.179766665903105e-12	true
19	40705367	-	30	86	0.3488372093023256	1.3775833623941583e-52	true
19	40801151	+	9	134	0.06716417910447761	6.93275163587485e-10	true
19	41438309	-	8	55	0.14545454545454545	1.1369614598374933e-11	true
19	41869138	+	129	5926	0.021768477894026323	2.2985112173052665e-62	true
19	43592497	-	4	12	0.3333333333333333	5.009578243101125e-8	true
19	44748915	+	10	72	0.1388888888888889	4.857434450937816e-14	true
19	44871926	+	103	139	0.7410071942446043	1.6959563855259916e-224	true
19	48330343	+	12	548	0.021897810218978103	3.1043340750094633e-7	true
19	48615389	-	9	116	0.07758620689655173	1.907628837254005e-10	true
19	48922459	+	12	342	0.03508771929824561	1.837839975093201e-9	true
19	48922981	+	11	265	0.04150943396226415	1.5132363708096055e-9	true
19	49713630	+	4	18	0.2222222222222222	3.0497950823257527e-7	true
19	50482504	+	6	76	0.07894736842105263	1.8956840773194937e-7	true
19	51354258	-	19	753	0.025232403718459494	1.1950019927553058e-11	true
19	54192316	+	27	416	0.06490384615384616	2.3947738684878394e-26	true
19	55383848	-	117	131	0.8931297709923665	1.9095101143014252e-274	true
19	55388259	+	9	185	0.04864864864864865	1.1790767467970397e-8	true
19	55453234	-	89	574	0.15505226480836237	2.2145242235855208e-117	true
19	55641180	+	20	119	0.16806722689075632	2.1365560395470603e-28	true
19	57302178	+	5	11	0.45454545454545453	1.4972441243287306e-10	true
19	58408879	+	4	16	0.25	1.823205921475427e-7	true
19	58408999	+	5	14	0.35714285714285715	6.436512997977199e-10	true
19	58549491	+	32	122	0.26229508196721313	2.4771253689607376e-51	true
2	1649290	-	171	519	0.32947976878612717	1.128282013206014e-286	true
2	11181727	-	11	122	0.09016393442622951	3.5067205972340307e-13	true
2	24768516	+	4	16	0.25	1.823205921475427e-7	true
2	27233405	+	13	93	0.13978494623655913	7.194665613571653e-18	true
2	27409491	-	47	252	0.1865079365079365	7.089730830220588e-67	true
2	28783915	+	67	579	0.1157167530224525	7.044425453148284e-80	true
2	32947248	+	4	9	0.4444444444444444	1.284965538092324e-8	false
2	38681295	+	19	89	0.21348314606741572	3.379215163056238e-29	true
2	42048379	+	6	37	0.16216216216216217	2.2421909407259496e-9	true
2	46904392	-	12	26	0.46153846153846156	1.0212964904058059e-23	true
2	55049791	-	11	345	0.03188405797101449	2.293944206974197e-8	true
2	69246032	+	9	209	0.0430622009569378	3.376982365790104e-8	true
2	74369422	-	10	138	0.07246376811594203	3.699277685896792e-11	true
2	96283915	-	13	197	0.06598984771573604	1.4696422695936494e-13	true
2	96832830	+	9	52	0.17307692307692307	1.1060115292725499e-13	true
2	101006418	+	53	1928	0.027489626556016597	2.012403871526131e-31	true
2	101274636	-	5	12	0.4166666666666667	2.559888486200753e-10	true
2	119372426	+	69	468	0.14743589743589744	8.301769105535132e-90	true
2	174682843	-	13	67	0.19402985074626866	7.595615230680384e-20	true
2	181916261	+	11	107	0.102803738317757	8.089669358054491e-14	true
2	202635548	+	4	21	0.19047619047619047	5.919590026015087e-7	true
2	216113060	+	25	589	0.042444821731748725	4.7295699640044875e-20	true
2	217803140	-	5	24	0.20833333333333334	1.3306849753052646e-8	true
2	218346196	+	10	29	0.3448275862068966	2.0554148162044446e-18	true
2	219542041	-	9	41	0.21951219512195122	1.0869928904349617e-14	true
2	230878260	+	7	48	0.14583333333333334	2.1976991441672682e-10	true
2	231198804	+	11	15	0.7333333333333333	4.663664753198411e-25	true
2	232522104	+	37	444	0.08333333333333333	1.6795360018189048e-39	true
2	232523961	+	21	109	0.1926605504587156	4.3679088267951665e-31	true
2	235494372	+	7	40	0.175	5.6903251457443126e-11	true
2	240467029	+	5	14	0.35714285714285715	6.436512997977199e-10	true
2	240578307	+	6	58	0.10344827586206896	3.686245327762288e-8	true
2	241229433	-	37	526	0.07034220532319392	8.808184435801318e-37	true
2	241373225	+	5	18	0.2777777777777778	2.7255146502852357e-9	true
2	241687281	+	6	44	0.13636363636363635	6.679349284326593e-9	true
20	354109	+	10	139	0.07194244604316546	3.974527924864533e-11	true
20	3038500	+	8	34	0.23529411764705882	1.7993924076485174e-13	true
20	3785731	-	13	342	0.038011695906432746	1.482491014670861e-10	true
20	3785782	-	20	222	0.09009009009009009	9.153906655137647e-23	true
20	4699262	+	13	162	0.08024691358024691	1.1716635613997184e-14	true
20	32166424	+	6	97	0.061855670103092786	8.092296505560531e-7	true
20	32438515	+	7	83	0.08433734939759036	1.124135081797635e-8	true
20	33993904	+	8	35	0.22857142857142856	2.325941968552342e-13	true
20	35279162	-	26	794	0.0327455919395466	4.760876824631697e-18	true
20	35669413	-	9	119	0.07563025210084033	2.399574420002787e-10	true
20	35871003	+	6	52	0.11538461538461539	1.88473323095282e-8	true
20	37198482	+	24	1039	0.023099133782483156	1.68541259685587e-13	true
20	37316501	+	18	135	0.13333333333333333	8.597579918596139e-24	true
20	38748664	+	5	42	0.11904761904761904	2.5389488398144975e-7	true
20	41174172	+	8	51	0.1568627450980392	6.013853169537874e-12	true
20	43699813	+	62	931	0.06659505907626208	5.096673229840132e-59	true
20	43699874	+	42	1640	0.025609756097560974	4.288037020134946e-24	true
20	44724782	+	26	469	0.05543710021321962	1.0933866352470294e-23	true
20	45843543	-	23	127	0.18110236220472442	3.135951868736991e-33	true
20	45898064	+	11	211	0.052132701421800945	1.3671957757772827e-10	true
20	50191195	+	12	368	0.03260869565217391	4.160609065037806e-9	true
20	57709631	-	29	187	0.15508021390374332	2.1492039603267128e-39	true
20	57709668	-	17	182	0.09340659340659341	7.571890147792262e-20	true
20	57709840	-	10	302	0.033112582781456956	6.971978708551346e-8	true
20	58889788	+	5	15	0.3333333333333333	9.629137721871249e-10	true
20	58891385	+	9	21	0.42857142857142855	9.658685769603287e-18	true
20	58891837	+	126	7166	0.017583030979626012	4.7279535621548614e-51	false
20	58989960	+	37	488	0.07581967213114754	5.574491405073996e-38	true
20	59007017	-	10	359	0.027855153203342618	3.415516731248489e-7	true
20	59193605	+	13	46	0.2826086956521739	3.242174560241027e-22	true
20	62303047	+	15	573	0.02617801047120419	1.012652099499173e-9	true
20	62303421	+	4	14	0.2857142857142857	1.007891980457594e-7	true
20	62324131	-	14	247	0.05668016194331984	1.388409968698381e-13	true
20	62813612	+	21	197	0.1065989847715736	2.170505292141868e-25	true
20	62945124	+	21	358	0.05865921787709497	6.190307420422236e-20	true
20	63521323	+	28	357	0.0784313725490196	1.502071141868132e-29	true
20	63738822	+	8	17	0.47058823529411764	2.5282759112319026e-16	true
20	63963194	-	6	42	0.14285714285714285	4.990798757793198e-9	true
21	25734856	-	21	875	0.024	2.603328516283888e-12	true
21	34073693	+	15	256	0.05859375	1.1625794706669481e-14	true
21	37195882	+	9	100	0.09	4.9831577771242966e-11	true
21	43331274	-	7	24	0.2916666666666667	1.104597386360259e-12	true
21	43348536	+	4	6	0.6666666666666666	1.5414811964039852e-9	false
21	43758133	+	8	52	0.15384615384615385	7.087171718012524e-12	true
21	43759481	+	7	117	0.05982905982905983	1.2216067800676594e-7	true
21	45477439	+	14	76	0.18421052631578946	6.399461886017461e-21	true
21	45531841	-	5	53	0.09433962264150944	8.318803132020156e-7	true
21	46286072	-	8	50	0.16	5.084891337083294e-12	true
21	46411387	+	11	35	0.3142857142857143	1.3444754991247377e-19	true
22	18088274	+	10	219	0.045662100456621	3.3614355466219666e-9	true
22	19753924	-	4	11	0.36363636363636365	3.3482517903547526e-8	true
22	20131893	+	18	20	0.9	2.1848341949093098e-43	true
22	20314760	-	6	43	0.13953488372093023	5.7843011772058925e-9	true
22	21922954	-	7	36	0.19444444444444445	2.5764398555331216e-11	true
22	23767868	-	148	1291	0.11463981409759876	1.4070948377938447e-173	true
22	23834332	+	9	24	0.375	4.259660439496375e-17	true
22	27853397	-	4	21	0.19047619047619047	5.919590026015087e-7	true
22	31105080	-	22	797	0.027603513174404015	5.083768191032692e-14	true
22	31613614	+	4	11	0.36363636363636365	3.3482517903547526e-8	true
22	36489334	-	8	172	0.046511627906976744	1.0803600056336885e-7	true
22	36489835	-	11	44	0.25	2.4071720723285448e-18	true
22	37496485	-	5	39	0.1282051282051282	1.7321666323174732e-7	true
22	41620865	-	23	101	0.22772277227722773	9.661912151697268e-36	true
22	44331763	-	5	42	0.11904761904761904	2.5389488398144975e-7	true
22	46297241	+	5	22	0.22727272727272727	8.288382735671402e-9	true
22	50221361	-	6	12	0.5	9.542017707899396e-13	true
22	50343477	+	10	34	0.29411764705882354	1.3262182874571137e-17	true
3	9690053	+	6	55	0.10909090909090909	2.6618994347692728e-8	true
3	13353949	-	10	309	0.032362459546925564	8.622082539246925e-8	true
3	13386321	-	21	164	0.12804878048780488	4.047458281787853e-27	true
3	15051825	-	25	45	0.5555555555555556	1.1542028189271346e-50	true
3	15206369	+	5	31	0.16129032258064516	5.2214778921097816e-8	true
3	15332525	-	27	327	0.08256880733944955	3.720041156890034e-29	true
3	25664637	-	8	101	0.07920792079207921	1.6567618026141949e-9	true
3	33114370	+	32	997	0.0320962888665998	1.369387913462211e-21	true
3	38165710	+	41	95	0.43157894736842106	4.982225308400519e-76	true
3	38165712	+	10	100	0.1	1.4459302142589846e-12	true
3	39408706	+	155	495	0.31313131313131315	6.150808041191609e-256	true
3	46999354	+	10	24	0.4166666666666667	2.0419851396711424e-19	true
3	47846241	+	25	225	0.1111111111111111	2.157649148613728e-30	true
3	48435090	-	17	80	0.2125	3.045922422698461e-26	true
3	48468769	-	7	35	0.2	2.0812638320706258e-11	true
3	48572673	-	12	50	0.24	1.1961665668033514e-19	true
3	48575209	-	12	66	0.18181818181818182	4.6273404026127226e-18	true
3	48587309	-	12	133	0.09022556390977443	2.960504892948008e-14	true
3	48604272	-	31	515	0.06019417475728155	5.131137505872929e-29	true
3	48634042	-	5	10	0.5	8.1885319412967e-11	true
3	48634989	-	7	15	0.4666666666666667	2.1060004780401066e-14	true
3	48681374	-	5	45	0.1111111111111111	3.617625620478119e-7	true
3	48918928	+	8	113	0.07079646017699115	4.055074052496881e-9	true
3	49104400	-	50	209	0.23923444976076555	5.12417089918495e-77	true
3	49125857	-	6	59	0.1016949152542373	4.092376632223976e-8	true
3	49681197	+	50	245	0.20408163265306123	3.5596739462356795e-73	true
3	49681764	+	16	214	0.07476635514018691	3.2696590397868e-17	true
3	50274025	+	27	73	0.3698630136986301	2.5480141232433378e-48	true
3	50302461	-	6	56	0.10714285714285714	2.9732037827609092e-8	true
3	50558126	-	7	43	0.16279069767441862	9.753383808158095e-11	true
3	52527360	-	103	304	0.33881578947368424	6.294713003530238e-175	true
3	100352417	+	9	224	0.04017857142857143	6.109265176302059e-8	true
3	124796698	-	11	182	0.06043956043956044	2.8022810767101984e-11	true
3	128726260	+	28	621	0.04508856682769726	5.747769979667079e-23	true
3	130746539	-	9	14	0.6428571428571429	6.712297516272812e-20	true
3	133573922	+	19	160	0.11875	4.911372080603845e-24	true
3	149656989	-	6	86	0.06976744186046512	3.967229070954006e-7	true
3	150546246	-	119	586	0.2030716723549488	2.0668207479108849e-171	true
3	179323201	+	6	52	0.11538461538461539	1.88473323095282e-8	true
3	184299313	+	9	271	0.033210332103321034	3.052465765865637e-7	true
3	184303425	+	20	514	0.038910505836575876	1.2292555460537628e-15	true
3	184306113	+	17	679	0.025036818851251842	1.5802076047258466e-10	true
3	184317335	+	18	393	0.04580152671755725	1.961383107659736e-15	true
3	184317763	+	38	558	0.06810035842293907	3.3508974501362575e-37	true
3	184327684	+	11	334	0.03293413173652695	1.6494393656511515e-8	true
3	186581447	+	10	240	0.041666666666666664	8.052006343867562e-9	true
4	523764	+	22	83	0.26506024096385544	6.859575379508116e-36	true
4	1172546	-	10	37	0.2702702702702703	3.4924565162715473e-17	true
4	1245321	-	17	17	1.0	3.62890768255673e-43	true
4	1246182	-	7	20	0.35	2.501846290882416e-13	true
4	1841410	-	37	207	0.178743961352657	2.919080192763612e-52	true
4	1979040	+	8	124	0.06451612903225806	8.456924044095097e-9	true
4	2042462	+	15	541	0.027726432532347505	4.651766824543884e-10	true
4	2249983	-	5	32	0.15625	6.172010506080394e-8	true
4	2513871	+	7	80	0.0875	8.673120506920507e-9	true
4	2933875	-	11	112	0.09821428571428571	1.350262883853321e-13	true
4	3512837	-	10	210	0.047619047619047616	2.2470932173683263e-9	true
4	4863552	+	8	83	0.0963855421686747	3.4024570700967256e-10	true
4	8306148	+	6	87	0.06896551724137931	4.249508445225989e-7	true
4	8606751	+	14	36	0.3888888888888889	3.9821732954092936e-26	true
4	10077808	-	9	311	0.028938906752411574	9.568844135482124e-7	true
4	25234097	+	13	62	0.20967741935483872	2.524388095656218e-20	true
4	25782409	-	7	136	0.051470588235294115	3.4100343192222973e-7	true
4	26861291	+	5	12	0.4166666666666667	2.559888486200753e-10	true
4	39044875	+	10	86	0.11627906976744186	3.080111224076993e-13	true
4	57033261	-	301	2946	0.1021724372029871	0.0	true
4	57110105	-	37	539	0.0686456400742115	2.1555938805791836e-36	true
4	75936208	-	38	76	0.5	8.330295652958887e-74	true
4	86594692	+	4	4	1.0	1.0329158040913079e-10	false
4	135046520	+	4	8	0.5	7.156942627892348e-9	false
5	375792	+	9	20	0.45	5.5351252280280925e-18	true
5	1008852	+	4	18	0.2222222222222222	3.0497950823257527e-7	true
5	1341757	-	17	796	0.02135678391959799	1.7114316690085717e-9	true
5	6599910	-	89	372	0.239247311827957	1.0017171419094024e-135	true
5	6714484	+	12	84	0.14285714285714285	1.0072810763828285e-16	true
5	10250404	+	74	2782	0.026599568655643422	3.1302238511766906e-42	true
5	16710941	-	13	277	0.04693140794223827	1.0972010887918747e-11	true
5	17276750	+	8	104	0.07692307692307693	2.093743319088092e-9	true
5	38934736	+	9	37	0.24324324324324326	3.9043857198084736e-15	true
5	43496274	-	9	29	0.3103448275862069	3.2162285947485506e-16	true
5	44819986	+	5	35	0.14285714285714285	9.870787595782806e-8	true
5	74685443	+	37	259	0.14285714285714285	2.0442198755912128e-48	true
5	80651370	-	4	20	0.2	4.804280875841644e-7	true
5	82276066	-	28	723	0.03872752420470263	3.2429503511237124e-21	true
5	93584392	+	6	42	0.14285714285714285	4.990798757793198e-9	true
5	95794873	+	18	139	0.12949640287769784	1.4889659782214567e-23	true
5	102866172	+	10	128	0.078125	1.7473133554159975e-11	true
5	103025223	+	8	155	0.05161290322580645	4.8397831631834046e-8	true
5	113513872	+	14	67	0.208955223880597	9.36003870488836e-22	true
5	127179868	-	5	14	0.35714285714285715	6.436512997977199e-10	true
5	134794914	+	22	229	0.09606986899563319	1.644764488531995e-25	true
5	140567661	+	20	87	0.22988505747126436	2.2783043474248173e-31	true
5	140676808	-	12	161	0.07453416149068323	2.957225595970019e-13	true
5	140677060	-	24	301	0.07973421926910298	9.995097021610749e-26	true
5	140705974	+	20	362	0.055248618784530384	1.4966635576448555e-18	true
5	141578585	-	12	155	0.07741935483870968	1.876584223721093e-13	true
5	142137830	+	14	431	0.03248259860788863	2.29477789270939e-10	true
5	142144615	+	16	422	0.037914691943127965	1.2215917035335809e-12	true
5	150125482	-	27	116	0.23275862068965517	5.647754930499209e-42	true
5	150375161	+	44	305	0.14426229508196722	1.8596680490438334e-57	true
5	151122946	-	20	601	0.033277870216306155	2.2763268002766662e-14	true
5	176389544	+	58	1075	0.053953488372093024	3.878933705189976e-50	true
5	176507979	+	33	143	0.23076923076923078	8.210320845239157e-51	true
5	177097802	+	36	68	0.5294117647058824	3.070170508269327e-71	true
5	177331690	-	21	259	0.08108108108108109	7.382570227813262e-23	true
5	177447207	+	8	9	0.8888888888888888	9.575025053881271e-20	false
5	177455797	+	8	218	0.03669724770642202	6.546529234491971e-7	true
5	177595649	+	70	625	0.112	2.3804621725298544e-82	true
5	179606766	+	4	8	0.5	7.156942627892348e-9	false
5	179803367	-	6	9	0.6666666666666666	8.746046768085223e-14	false
5	179811580	+	6	68	0.08823529411764706	9.70013779568394e-8	true
5	180791907	-	10	182	0.054945054945054944	5.629510832282841e-10	true
5	181204888	-	11	106	0.10377358490566038	7.279251232084961e-14	true
6	1390595	+	6	81	0.07407407407407407	2.776066095664893e-7	true
6	2953177	-	32	842	0.03800475059382423	9.024130397245114e-24	true
6	5368920	+	7	55	0.12727272727272726	5.93998057987533e-10	true
6	7882257	-	27	963	0.028037383177570093	5.0933289524912096e-17	true
6	13790112	-	4	16	0.25	1.823205921475427e-7	true
6	13925161	+	5	53	0.09433962264150944	8.318803132020156e-7	true
6	24495100	+	19	37	0.5135135135135135	6.17162976148778e-38	true
6	31271861	-	8	104	0.07692307692307693	2.093743319088092e-9	true
6	31356950	-	10	149	0.06711409395973154	7.912444457631699e-11	true
6	31635141	+	11	360	0.030555555555555555	3.531191043060951e-8	true
6	31644134	-	27	144	0.1875	3.524351835780436e-39	true
6	31644160	-	12	265	0.045283018867924525	1.0185181080024963e-10	true
6	31647787	-	15	568	0.02640845070422535	8.997183485534116e-10	true
6	31728502	-	13	129	0.10077519379844961	5.866258364417412e-16	true
6	31859740	-	16	120	0.13333333333333333	2.5857579712532473e-21	true
6	32837983	-	14	65	0.2153846153846154	5.868466422181875e-22	true
6	32853166	-	18	61	0.29508196721311475	1.3330078060767449e-30	true
6	33194442	-	7	45	0.15555555555555556	1.3658809646829383e-10	true
6	33313750	-	10	97	0.10309278350515463	1.0596794029273024e-12	true
6	33452615	+	6	10	0.6	2.1805379450037235e-13	true
6	37483117	-	10	100	0.1	1.4459302142589846e-12	true
6	41099102	+	7	53	0.1320754716981132	4.537210228075512e-10	true
6	42964199	-	9	41	0.21951219512195122	1.0869928904349617e-14	true
6	42989628	+	18	98	0.1836734693877551	1.8686844223048614e-26	true
6	43188634	+	12	24	0.5	2.876531403381454e-24	true
6	43225784	-	14	317	0.04416403785488959	4.035138716850049e-12	true
6	43505061	+	7	15	0.4666666666666667	2.1060004780401066e-14	true
6	57172561	+	9	37	0.24324324324324326	3.9043857198084736e-15	true
6	87085631	-	67	1413	0.047416843595187545	5.0641311767704784e-54	true
6	111873198	-	29	186	0.15591397849462366	1.82151527277354e-39	true
6	117575241	-	7	101	0.06930693069306931	4.4293024544047e-8	true
6	129577262	-	21	287	0.07317073170731707	6.362304505130885e-22	true
6	149843114	-	21	150	0.14	5.6880737600377015e-28	true
6	150865994	+	8	121	0.06611570247933884	6.9705718043165006e-9	true
6	150936916	+	12	176	0.06818181818181818	8.548386177793148e-13	true
6	163415113	+	4	12	0.3333333333333333	5.009578243101125e-8	true
7	198277	+	7	15	0.4666666666666667	2.1060004780401066e-14	true
7	726927	+	9	178	0.05056179775280899	8.434030175339272e-9	true
7	726928	+	14	183	0.07650273224043716	2.2039248402691685e-15	true
7	997377	-	16	450	0.035555555555555556	3.1976315512870176e-12	true
7	1477934	-	11	102	0.10784313725490197	4.7197328037101017e-14	true
7	1479582	-	11	72	0.1527777777777778	8.7403897439149635e-16	true
7	4791534	+	14	22	0.6363636363636364	3.497133715816037e-30	true
7	6402525	+	6	37	0.16216216216216217	2.2421909407259496e-9	true
7	10974236	+	33	59	0.559322033898305	1.5092550338704775e-66	true
7	22730185	+	4	9	0.4444444444444444	1.284965538092324e-8	false
7	30028437	+	5	45	0.1111111111111111	3.617625620478119e-7	true
7	32957582	+	11	82	0.13414634146341464	3.932874242663322e-15	true
7	44059576	+	34	219	0.1552511415525114	6.328868615678843e-46	true
7	44080830	-	4	17	0.23529411764705882	2.3781195410317754e-7	true
7	44802800	+	27	276	0.09782608695652174	3.6210429016237504e-31	true
7	74657877	+	18	62	0.2903225806451613	1.872658323406051e-30	true
7	75066792	-	15	281	0.05338078291814947	4.5338182838589307e-14	true
7	75073532	-	21	82	0.25609756097560976	5.705507314426888e-34	true
7	76005279	-	24	58	0.41379310344827586	1.4042174730530164e-44	true
7	76064815	+	17	567	0.029982363315696647	9.910806634889457e-12	true
7	99558687	+	5	38	0.13157894736842105	1.5141062545598194e-7	true
7	100101347	-	18	661	0.02723146747352496	1.1937394104884789e-11	true
7	100827208	-	24	91	0.26373626373626374	5.909319619366732e-39	true
7	100868683	+	19	122	0.1557377049180328	2.2123934317266904e-26	true
7	100881346	+	88	196	0.4489795918367347	2.997932554227584e-163	true
7	100882207	+	10	287	0.03484320557491289	4.339283996523921e-8	true
7	101206390	-	26	161	0.16149068322981366	5.7022091888051416e-36	true
7	101212316	-	39	201	0.19402985074626866	1.6551753793951963e-56	true
7	101817196	+	4	13	0.3076923076923077	7.217618468977038e-8	true
7	107986264	-	26	133	0.19548872180451127	2.6710001188499185e-38	true
7	134293043	-	12	14	0.8571428571428571	9.969568668809068e-29	true
7	140041749	-	9	17	0.5294117647058824	8.080703090792859e-19	true
7	149879459	+	13	101	0.12871287128712872	2.209149695376981e-17	true
7	149880292	+	13	70	0.18571428571428572	1.4084261788132097e-19	true
7	151074485	+	12	312	0.038461538461538464	6.542871904551712e-10	true
7	151238232	+	5	21	0.23809523809523808	6.421698760449497e-9	true
7	158829236	-	36	114	0.3157894736842105	6.34237998841805e-61	true
8	19757317	-	11	16	0.6875	1.4880118891304725e-24	true
8	22197326	+	8	78	0.10256410256410256	2.05140513104944e-10	true
8	23297659	-	18	121	0.1487603305785124	1.0817372336643357e-24	true
8	23360204	-	9	174	0.05172413793103448	6.9195538799070246e-9	true
8	27597999	-	20	546	0.03663003663003663	3.81750081990838e-15	true
8	27598128	-	132	857	0.15402567094515754	8.847269605072134e-173	true
8	30727888	-	6	31	0.1935483870967742	7.218591254000395e-10	true
8	38060238	+	12	455	0.026373626373626374	4.263727837688593e-8	true
8	67058178	-	15	215	0.06976744186046512	8.833074977470436e-16	true
8	100721470	-	31	261	0.11877394636015326	3.127536126405187e-38	true
8	124372193	-	10	46	0.21739130434782608	3.9817655029445794e-16	true
8	132013007	+	7	65	0.1076923076923077	1.9818415372532943e-9	true
8	143022304	+	9	212	0.04245283018867924	3.8159459717097215e-8	true
8	143334814	-	4	12	0.3333333333333333	5.009578243101125e-8	true
8	143593758	-	20	22	0.9090909090909091	2.6995750176884777e-48	true
8	143594449	-	11	13	0.8461538461538461	2.6805947021178766e-26	true
8	143596123	-	9	20	0.45	5.5351252280280925e-18	true
8	143792822	-	18	115	0.1565217391304348	4.0980525126315415e-25	true
8	144085349	+	23	125	0.184	2.1121363396252658e-33	true
8	144356107	-	6	63	0.09523809523809523	6.104233842127752e-8	true
8	144356996	-	25	68	0.36764705882352944	8.979334734958829e-45	true
8	144467296	+	6	10	0.6	2.1805379450037235e-13	true
9	20620810	-	20	36	0.5555555555555556	8.18440375888121e-41	true
9	33246641	+	14	109	0.12844036697247707	1.3532503989812788e-18	true
9	35813074	-	11	171	0.06432748538011696	1.4283099677760226e-11	true
9	68940660	+	12	82	0.14634146341463414	7.429177577877528e-17	true
9	72365073	-	12	112	0.10714285714285714	3.626059644824435e-15	true
9	93451481	-	5	38	0.13157894736842105	1.5141062545598194e-7	true
9	96645968	-	5	28	0.17857142857142858	3.0443643922907075e-8	true
9	97985036	+	4	7	0.5714285714285714	3.5876182055435807e-9	false
9	120860095	-	9	82	0.10975609756097561	8.08338632645664e-12	true
9	120997697	-	5	53	0.09433962264150944	8.318803132020156e-7	true
9	122394167	+	8	27	0.2962962962962963	2.2443404587494872e-14	true
9	127473865	+	12	61	0.19672131147540983	1.6617620438000871e-18	true
9	127506470	-	206	213	0.9671361502347418	0.0	true
9	127692412	+	8	120	0.06666666666666667	6.528131256782184e-9	true
9	127872717	-	10	302	0.033112582781456956	6.971978708551346e-8	true
9	127872786	-	16	333	0.04804804804804805	3.332477806433542e-14	true
9	127908350	-	8	162	0.04938271604938271	6.811047146324485e-8	true
