ref	pos	strand	u	d	ur	pval	passed
2	241373225	+	8	19	0.42105263157894735	6.566293551939246e-16	true
2	241767824	+	3	5	0.6	3.020139139082696e-7	false
20	2463094	-	9	251	0.035856573705179286	1.3368578689668156e-7	true
20	3785782	-	14	190	0.07368421052631578	2.771635908385876e-15	true
20	32429429	+	6	73	0.0821917808219178	1.3104150637607582e-7	true
20	33993904	+	7	23	0.30434782608695654	6.739115421176222e-13	true
20	35279162	-	22	650	0.033846153846153845	5.399071263646208e-16	true
20	35669413	-	6	96	0.0625	6.712009455796916e-7	true
20	37198482	+	16	891	0.017957351290684626	4.0850558672661684e-8	false
20	37316501	+	19	108	0.17592592592592593	1.2332051659590272e-27	true
20	41174172	+	11	46	0.2391304347826087	3.280185306031342e-18	true
20	43699813	+	56	654	0.0856269113149847	4.3244705316490406e-60	true
20	43699874	+	32	1174	0.027257240204429302	8.56922653833481e-20	true
20	44724782	+	24	393	0.061068702290076333	3.449902163392867e-23	true
20	44908174	+	4	15	0.26666666666666666	1.256854714469085e-7	true
20	45843543	-	14	86	0.16279069767441862	3.034338385868117e-20	true
20	45898064	+	11	167	0.0658682634730539	8.77300062855486e-12	true
20	57709631	-	12	131	0.0916030534351145	1.908984803534994e-14	true
20	57709668	-	12	131	0.0916030534351145	1.908984803534994e-14	true
20	57709840	-	10	270	0.037037037037037035	2.0008888898298513e-8	true
20	58671252	+	11	186	0.05913978494623656	2.8156791135366267e-11	true
20	58715314	+	8	90	0.08888888888888889	5.531227352840947e-10	true
20	58891837	+	134	5593	0.023958519578043985	1.092948031808679e-70	true
20	58989960	+	22	361	0.060941828254847646	2.2897662801497034e-21	true
20	59193605	+	12	30	0.4	6.961298152007294e-23	true
20	62180011	+	8	16	0.5	1.1274480934572725e-16	true
20	62324131	-	9	208	0.04326923076923077	2.6948594595775528e-8	true
20	62813612	+	16	135	0.11851851851851852	1.3046039985723146e-20	true
20	62945124	+	32	286	0.11188811188811189	7.511118726870986e-39	true
20	63521323	+	32	355	0.09014084507042254	8.820437988480134e-36	true
21	25734856	-	16	631	0.025356576862123614	3.298428005179285e-10	true
21	34073693	+	12	236	0.05084745762711865	2.086589665627612e-11	true
21	37195882	+	10	95	0.10526315789473684	6.918657159172027e-13	true
21	37240552	-	8	78	0.10256410256410256	1.7296100130772796e-10	true
21	43348536	+	5	10	0.5	7.342630779880384e-11	true
21	43759122	+	8	62	0.12903225806451613	2.607179771368408e-11	true
21	43759481	+	11	77	0.14285714285714285	1.5034689885892536e-15	true
21	44940149	+	9	53	0.16981132075471697	1.0941107615216796e-13	true
21	44977491	+	5	25	0.2	1.4888532385747025e-8	true
21	45477439	+	16	57	0.2807017543859649	4.1179746686126285e-27	true
21	46286072	-	13	40	0.325	2.9419992783929723e-23	true
21	46411387	+	7	26	0.2692307692307692	1.793471480357868e-12	true
22	19175582	-	12	310	0.03870967741935484	4.769323410255295e-10	true
22	19760952	+	6	18	0.3333333333333333	1.6551846977021495e-11	true
22	20131893	+	21	23	0.9130434782608695	5.956044775565119e-51	true
22	21922954	-	8	25	0.32	9.241181568344696e-15	true
22	23767868	-	108	941	0.11477151965993623	3.059786778397036e-128	true
22	23834332	+	9	23	0.391304347826087	2.194914621297191e-17	true
22	31105080	-	16	587	0.027257240204429302	1.1629322553202829e-10	true
22	36489835	-	6	52	0.11538461538461539	1.6575070936974595e-8	true
22	37185360	-	7	123	0.056910569105691054	1.4867263170315615e-7	true
22	37941202	+	4	10	0.4	1.9579079737751987e-8	true
22	39377698	+	5	36	0.1388888888888889	1.026678295491064e-7	true
22	41339980	+	7	52	0.1346153846153846	3.3977418623273283e-10	true
22	41620865	-	15	77	0.19480519480519481	7.568378378264644e-23	true
22	43947440	+	4	21	0.19047619047619047	5.42894791815139e-7	true
22	46297241	+	4	15	0.26666666666666666	1.256854714469085e-7	true
22	46355849	+	4	16	0.25	1.671629573226838e-7	true
22	46699315	-	7	101	0.06930693069306931	3.822289161901057e-8	true
22	50343477	+	11	21	0.5238095238095238	9.315696700268234e-23	true
3	13353949	-	10	259	0.03861003861003861	1.3517991768301724e-8	true
3	13386321	-	12	121	0.09917355371900827	7.247726100692583e-15	true
3	15051825	-	31	44	0.7045454545454546	1.0300143462523672e-67	true
3	15332525	-	23	243	0.09465020576131687	1.1648213485647425e-26	true
3	33114370	+	21	710	0.029577464788732393	3.331186936674619e-14	true
3	38165710	+	38	81	0.4691358024691358	9.538528183387985e-73	true
3	38165712	+	6	85	0.07058823529411765	3.26069659600967e-7	true
3	39098424	-	6	45	0.13333333333333333	6.7565117086291634e-9	true
3	39358905	+	4	16	0.25	1.671629573226838e-7	true
3	39408706	+	188	538	0.34944237918215615	1.43e-322	true
3	46999354	+	8	20	0.4	1.0913492723498261e-15	true
3	47670681	-	8	204	0.0392156862745098	3.371553305344817e-7	true
3	47846241	+	27	194	0.13917525773195877	1.0705802803152453e-35	true
3	48432647	-	10	237	0.04219409282700422	5.823429701175456e-9	true
3	48435090	-	7	71	0.09859154929577464	3.207032035040719e-9	true
3	48572673	-	7	47	0.14893617021276595	1.6191973149801321e-10	true
3	48575209	-	6	53	0.11320754716981132	1.864119752595613e-8	true
3	48593593	-	6	57	0.10526315789473684	2.915264148321975e-8	true
3	48604272	-	31	445	0.0696629213483146	3.093607957160606e-31	true
3	48634989	-	5	7	0.7142857142857143	6.166809663465264e-12	false
3	49104400	-	46	149	0.3087248322147651	2.7080314581041327e-77	true
3	49681197	+	32	177	0.1807909604519774	6.862923817453728e-46	true
3	49681764	+	14	183	0.07650273224043716	1.6405170376517907e-15	true
3	50274025	+	22	50	0.44	6.029544172342203e-42	true
3	50302461	-	5	54	0.09259259259259259	8.219578171483596e-7	true
3	51968758	-	7	132	0.05303030303030303	2.407257833331185e-7	true
3	52527360	-	81	233	0.34763948497854075	8.265476897375062e-140	true
3	53122402	-	7	44	0.1590909090909091	9.947053716232603e-11	true
3	124796698	-	7	108	0.06481481481481481	6.079606449786257e-8	true
3	128726260	+	21	453	0.046357615894039736	4.798102075445412e-18	true
3	130746539	-	10	14	0.7142857142857143	8.623925307916963e-23	true
3	133573922	+	15	130	0.11538461538461539	3.106000439245192e-19	true
3	133841325	-	4	23	0.17391304347826086	7.992341461586825e-7	true
3	137881820	+	5	6	0.8333333333333334	1.7665368525382553e-12	false
3	149656989	-	6	67	0.08955223880597014	7.806098324996164e-8	true
3	150546246	-	101	430	0.23488372093023255	8.093466698634978e-154	true
3	179323201	+	5	35	0.14285714285714285	8.863827855738535e-8	true
3	184303425	+	23	444	0.0518018018018018	1.099783309927144e-20	true
3	184306113	+	12	593	0.02023608768971332	5.653110997797086e-7	true
3	184317335	+	16	340	0.047058823529411764	3.301685644509539e-14	true
3	184317763	+	30	449	0.066815144766147	9.645819323132355e-30	true
3	184327684	+	10	316	0.03164556962025317	8.687675339366245e-8	true
3	186581447	+	8	183	0.04371584699453552	1.4740940258901268e-7	true
4	523764	+	11	66	0.16666666666666666	2.4940645141401606e-16	true
4	1172546	-	7	34	0.20588235294117646	1.4350472477872698e-11	true
4	1245321	-	19	22	0.8636363636363636	3.7157036504259345e-45	true
4	1841410	-	26	179	0.1452513966480447	6.086842237425843e-35	true
4	1979040	+	8	116	0.06896551724137931	4.218592446586993e-9	true
4	2042462	+	11	426	0.025821596244131457	1.5355139603537017e-7	true
4	2513871	+	6	88	0.06818181818181818	4.008205235659709e-7	true
4	2933875	-	7	74	0.0945945945945946	4.304352854030732e-9	true
4	8415777	-	7	16	0.4375	3.2054456488638726e-14	true
4	8606751	+	7	28	0.25	3.210666869331146e-12	true
4	22402772	-	6	61	0.09836065573770492	4.413332774260454e-8	true
4	25234097	+	12	55	0.21818181818181817	3.285616327907632e-19	true
4	39458559	-	8	203	0.03940886699507389	3.2482775688118594e-7	true
4	57033261	-	253	2341	0.10807347287483982	5.9110626147760816e-291	true
4	57110105	-	24	352	0.06818181818181818	2.54456433380936e-24	true
4	75936208	-	39	75	0.52	5.415872695875563e-77	true
4	88008008	+	4	14	0.2857142857142857	9.239966312136546e-8	true
4	185210126	+	5	46	0.10869565217391304	3.6373835023640276e-7	true
5	113349	+	6	20	0.3	3.437439431263364e-11	true
5	473471	+	3	6	0.5	6.026152814057122e-7	false
5	6599910	-	70	269	0.26022304832713755	1.0795703410899883e-110	true
5	6714484	+	12	53	0.22641509433962265	2.0094662344032486e-19	true
5	10250404	+	47	2031	0.023141309699655343	2.5349895709937937e-25	true
5	14652034	-	5	16	0.3125	1.253013819582623e-9	true
5	16710941	-	10	222	0.04504504504504504	3.11811378289279e-9	true
5	38934736	+	6	29	0.20689655172413793	4.1125401320208794e-10	true
5	43496274	-	5	20	0.25	4.401493573385283e-9	true
5	74685443	+	27	223	0.1210762331838565	5.458940793187582e-34	true
5	80651370	-	4	14	0.2857142857142857	9.239966312136546e-8	true
5	82276066	-	23	607	0.03789126853377265	1.0519077820943248e-17	true
5	95794873	+	26	120	0.21666666666666667	8.038088322172278e-40	true
5	102866172	+	7	109	0.06422018348623854	6.479183111945654e-8	true
5	113513872	+	18	67	0.26865671641791045	6.322775426715978e-30	true
5	134794914	+	19	188	0.10106382978723404	7.655457011171817e-23	true
5	140567661	+	19	63	0.30158730158730157	1.3098850576549604e-32	true
5	140677060	-	17	275	0.06181818181818182	5.842129000465556e-17	true
5	140705974	+	18	284	0.06338028169014084	4.6275428421981974e-18	true
5	141578585	-	6	100	0.06	8.539243275008194e-7	true
5	142137830	+	13	321	0.040498442367601244	5.230832697054808e-11	true
5	150125482	-	24	89	0.2696629213483146	1.9076830527584537e-39	true
5	150375161	+	32	221	0.14479638009049775	1.3672160711580785e-42	true
5	150648181	+	8	64	0.125	3.39417262474706e-11	true
5	151122946	-	20	447	0.0447427293064877	5.784052973444449e-17	true
5	151746359	-	12	402	0.029850746268656716	8.709407073292314e-9	true
5	160427856	+	10	161	0.062111801242236024	1.3771434675456987e-10	true
5	176389544	+	45	838	0.05369928400954654	1.3331319423786225e-39	true
5	176507979	+	24	112	0.21428571428571427	9.47012334333745e-37	true
5	177097802	+	31	60	0.5166666666666667	2.163384823791904e-61	true
5	177331690	-	9	203	0.04433497536945813	2.1857226470972372e-8	true
5	177447207	+	3	4	0.75	1.2108878146021426e-7	false
5	177595649	+	62	527	0.11764705882352941	4.3664323135186622e-75	true
5	179606766	+	5	7	0.7142857142857143	6.166809663465264e-12	false
5	179803367	-	7	9	0.7777777777777778	1.0281849190725069e-16	false
5	179811580	+	5	56	0.08928571428571429	9.876610845824151e-7	true
5	180575330	+	11	82	0.13414634146341464	3.1060399994685565e-15	true
5	180791907	-	9	152	0.05921052631578947	1.7537227873178686e-9	true
6	2953177	-	24	649	0.03697996918335902	3.614151440363283e-18	true
6	7882257	-	19	783	0.024265644955300127	1.6052651981958572e-11	true
6	24495100	+	16	31	0.5161290322580645	2.3071609494379754e-32	true
6	31356950	-	9	123	0.07317073170731707	2.669773464394376e-10	true
6	31635141	+	10	304	0.03289473684210526	6.066843916000274e-8	true
6	31644134	-	23	116	0.19827586206896552	1.9789958419220467e-34	true
6	31728502	-	9	84	0.10714285714285714	8.331574322725071e-12	true
6	31859740	-	21	146	0.14383561643835616	1.9931501103456403e-28	true
6	32837983	-	10	43	0.23255813953488372	1.5213243552831874e-16	true
6	32853166	-	13	48	0.2708333333333333	4.608757293104661e-22	true
6	33194442	-	6	52	0.11538461538461539	1.6575070936974595e-8	true
6	33313750	-	11	77	0.14285714285714285	1.5034689885892536e-15	true
6	37483117	-	6	84	0.07142857142857142	3.0386173259637335e-7	true
6	41099102	+	15	62	0.24193548387096775	2.085819465860172e-24	true
6	41940454	-	9	274	0.032846715328467155	2.7941872223499173e-7	true
6	42989628	+	21	82	0.25609756097560976	3.6193359077161937e-34	true
6	43188634	+	10	14	0.7142857142857143	8.623925307916963e-23	true
6	43225784	-	15	276	0.05434782608695652	2.557557521422402e-14	true
6	43505061	+	5	7	0.7142857142857143	6.166809663465264e-12	false
6	57172561	+	11	23	0.4782608695652174	3.5506306497611377e-22	true
6	87085631	-	58	1104	0.05253623188405797	5.224123626871352e-50	true
6	111873198	-	27	152	0.17763157894736842	9.57244358904194e-39	true
6	129577262	-	13	261	0.04980842911877394	3.986551497757915e-12	true
6	149843114	-	14	102	0.13725490196078433	3.794406559540904e-19	true
6	150865994	+	10	79	0.12658227848101267	1.0321685945296546e-13	true
6	150936916	+	10	130	0.07692307692307693	1.6518465774918076e-11	true
6	169702536	+	7	44	0.1590909090909091	9.947053716232603e-11	true
7	198277	+	4	8	0.5	6.559036335953184e-9	false
7	726927	+	11	151	0.0728476821192053	2.924077607063492e-12	true
7	726928	+	14	152	0.09210526315789473	1.1996580565363126e-16	true
7	997377	-	26	332	0.0783132530120482	8.964942370838592e-28	true
7	1477934	-	8	81	0.09876543209876543	2.3530352336456373e-10	true
7	1479582	-	8	59	0.13559322033898305	1.724176755106759e-11	true
7	2543757	-	11	129	0.08527131782945736	5.159372446394441e-13	true
7	4791534	+	16	17	0.9411764705882353	1.3598709875022242e-39	true
7	10974236	+	24	44	0.5454545454545454	1.1918226762236517e-48	true
7	32957582	+	6	83	0.07228915662650602	2.829103579228639e-7	true
7	44059576	+	23	192	0.11979166666666667	4.4693919156367e-29	true
7	44080830	-	8	13	0.6153846153846154	1.1368758219322689e-17	true
7	44802800	+	15	165	0.09090909090909091	1.2039932169799435e-17	true
7	74657877	+	10	52	0.19230769230769232	1.223607571825135e-15	true
7	75066792	-	10	195	0.05128205128205128	8.938557782984423e-10	true
7	75073532	-	11	55	0.2	2.8672148255604533e-17	true
7	76005279	-	13	46	0.2826086956521739	2.4451738168521923e-22	true
7	76064815	+	20	500	0.04	4.868021741063152e-16	true
7	99558687	+	4	19	0.21052631578947367	3.5334731995749196e-7	true
7	100827208	-	11	65	0.16923076923076924	2.0843399482165712e-16	true
7	100868683	+	6	73	0.0821917808219178	1.3104150637607582e-7	true
7	100881346	+	56	144	0.3888888888888889	1.4859244066279844e-100	true
7	101206390	-	20	112	0.17857142857142858	3.768333048714791e-29	true
7	101212316	-	19	120	0.15833333333333333	1.0525551750695931e-26	true
7	101817196	+	4	9	0.4444444444444444	1.1776818365770719e-8	false
7	107986264	-	22	100	0.22	4.290242146609556e-34	true
7	134293043	-	10	12	0.8333333333333334	5.7184860918695195e-24	true
7	140041749	-	13	18	0.7222222222222222	2.2327799180515807e-29	true
7	149879459	+	14	69	0.2028985507246377	1.0861528940733394e-21	true
7	151074485	+	11	278	0.039568345323741004	1.9927146279299896e-9	true
7	151238232	+	8	16	0.5	1.1274480934572725e-16	true
7	158829236	-	18	79	0.22784810126582278	1.7938306113166946e-28	true
8	19757317	-	6	7	0.8571428571428571	6.427728167452185e-15	false
8	22197326	+	11	75	0.14666666666666667	1.1084883763435864e-15	true
8	23297659	-	7	98	0.07142857142857142	3.099642993100589e-8	true
8	23360204	-	9	115	0.0782608695652174	1.4590043400384175e-10	true
8	27597999	-	13	474	0.027426160337552744	5.786303638852891e-9	true
8	27598128	-	114	843	0.13523131672597866	9.972264780005483e-144	true
8	28751495	+	5	24	0.20833333333333334	1.1941820930449337e-8	true
8	30727888	-	5	14	0.35714285714285715	5.772929743280249e-10	true
8	65841637	-	5	17	0.29411764705882354	1.77049285860693e-9	true
8	67058178	-	14	232	0.0603448275862069	4.398885301131191e-14	true
8	67343635	-	4	24	0.16666666666666666	9.566926112043294e-7	true
8	100721470	-	34	232	0.14655172413793102	2.4407851309882454e-45	true
8	143593758	-	16	17	0.9411764705882353	1.3598709875022242e-39	true
8	143594449	-	7	10	0.7	3.417930285385932e-16	true
8	143694878	+	5	11	0.45454545454545453	1.342651374635532e-10	true
8	143792822	-	16	88	0.18181818181818182	9.399814600546286e-24	true
8	144085349	+	10	112	0.08928571428571429	3.6926802267658595e-12	true
8	144356996	-	25	60	0.4166666666666667	1.047498379342917e-46	true
8	144396602	-	4	9	0.4444444444444444	1.1776818365770719e-8	false
8	144467296	+	11	12	0.9166666666666666	3.25208278326142e-27	true
9	20620810	-	10	21	0.47619047619047616	2.978963669203431e-20	true
9	33246641	+	11	87	0.12643678160919541	6.1239406548622654e-15	true
9	35813074	-	17	140	0.12142857142857143	5.425540530656782e-22	true
9	68940660	+	10	50	0.2	7.990349306349361e-16	true
9	72365073	-	14	100	0.14	2.836309241665173e-19	true
9	85655279	-	6	25	0.24	1.5497510925853293e-10	true
9	92242191	-	6	50	0.12	1.3006834641547651e-8	true
9	96645968	-	6	37	0.16216216216216217	1.9701248369539623e-9	true
9	97985036	+	6	7	0.8571428571428571	6.427728167452185e-15	false
9	120860095	-	9	67	0.13432835820895522	1.0149552775933526e-12	true
9	127473865	+	12	44	0.2727272727272727	1.6303303551189487e-20	true
9	127506470	-	151	157	0.9617834394904459	0.0	true
9	127692412	+	6	73	0.0821917808219178	1.3104150637607582e-7	true
9	127872786	-	13	294	0.04421768707482993	1.763646328201284e-11	true
9	127908350	-	11	138	0.07971014492753623	1.0873428387120283e-12	true
9	128163633	+	9	68	0.1323529411764706	1.1665007203670288e-12	true
9	128326309	+	3	5	0.6	3.020139139082696e-7	false
9	128390086	+	44	252	0.1746031746031746	9.22296930821935e-62	true
9	129148138	+	21	298	0.07046979865771812	8.972733542383133e-22	true
9	130903681	-	11	22	0.5	1.857813478326774e-22	true
9	133108754	-	15	49	0.30612244897959184	3.6687120172045394e-26	true
9	134796416	+	11	197	0.05583756345177665	5.2225959782935804e-11	true
9	136410458	-	15	20	0.75	3.929978949168574e-34	true
9	136862174	-	19	551	0.034482758620689655	3.653071712267103e-14	true
9	136940953	-	59	141	0.41843971631205673	3.1411673481179795e-108	true
9	137045807	-	3	5	0.6	3.020139139082696e-7	false
9	137070436	-	27	74	0.36486486486486486	2.2231612656020868e-48	true
9	137109012	+	11	47	0.23404255319148937	4.270228734885423e-18	true
9	137113903	-	11	343	0.03206997084548105	1.7359559830350904e-8	true
9	137272216	+	14	87	0.16091954022988506	3.60574897487121e-20	true
9	137272982	+	23	170	0.13529411764705881	2.411919466779727e-30	true
9	137281001	+	33	50	0.66	1.877621898909921e-70	true
MT	3279	+	22	493	0.04462474645030426	1.751707129292217e-18	true
MT	7912	-	10	309	0.032362459546925564	7.059176607116419e-8	true
MT	12239	+	121	151	0.8013245033112583	2.188398787018517e-272	true
MT	12240	+	145	151	0.9602649006622517	0.0	true
MT	12241	+	137	149	0.9194630872483222	0.0	true
X	9719253	+	14	83	0.1686746987951807	1.783820208204246e-20	true
X	24077265	+	29	260	0.11153846153846154	2.5530658073039056e-35	true
X	40735274	-	10	49	0.20408163265306123	6.410439237844153e-16	true
X	44873351	+	5	45	0.1111111111111111	3.2504388405746506e-7	true
X	48957282	-	5	28	0.17857142857142858	2.7326983825059194e-8	true
X	108606836	+	4	24	0.16666666666666666	9.566926112043294e-7	true
X	108681886	+	4	17	0.23529411764705882	2.1805294638855354e-7	true
X	110317892	-	8	10	0.8	4.008333509610036e-19	true
X	153862849	-	11	297	0.037037037037037035	3.9574878417516555e-9	true
X	153972781	+	4	13	0.3076923076923077	6.616470022221191e-8	true
X	154010560	-	14	445	0.03146067415730337	2.624830979588929e-10	true
X	154450516	+	29	488	0.05942622950819672	2.3670274475004356e-27	true
X	154488508	-	9	61	0.14754098360655737	4.186386449652826e-13	true
